,country,device_type,traffic_source,payment_method,product_category,customer_age_days,previous_orders,avg_order_value_eur,order_value_eur,quantity,discount_rate,shipping_distance_km,delivery_days_estimated,late_delivery_risk,address_mismatch,high_risk_ip,review_score
9323,Turkey,Desktop,Direct,Debit Card,Pet Supplies,80,1,37.22,36.38,3,0.19,262.6,2,0,0,0,3.7
9324,France,Mobile,Direct,Credit Card,Pet Supplies,474,1,36.34,36.12,3,0.12,219.5,4,0,0,0,4.5
9325,Netherlands,Mobile,Social Media,Debit Card,Sports,269,3,48.81,44.17,4,0.18,1136.4,6,1,0,0,3.2
9326,Germany,Mobile,Social Media,Klarna,Garden,726,3,47.76,43.57,4,0.02,261.2,4,0,0,0,5.0
9327,Germany,Tablet,Marketplace,Klarna,Toys,667,4,43.33,52.66,4,0.15,776.0,3,0,0,0,3.9
9328,Italy,Mobile,Email,Debit Card,Home & Kitchen,150,0,20.3,20.38,3,0.1,512.8,5,0,0,0,3.5
9329,Italy,Mobile,Marketplace,Credit Card,Toys,72,1,49.52,56.4,3,0.16,485.6,3,0,0,0,4.4
9330,Belgium,Tablet,Paid Ads,Klarna,Toys,754,2,18.9,15.67,1,0.23,235.4,3,0,0,0,3.8
9331,Turkey,Mobile,Paid Ads,PayPal,Home & Kitchen,229,2,27.22,13.56,2,0.49,178.3,2,0,0,0,3.3
9332,Belgium,Desktop,Social Media,Debit Card,Electronics,689,5,26.72,52.72,1,0.16,1033.9,4,0,0,0,4.6
9333,Netherlands,Mobile,Social Media,Credit Card,Electronics,378,0,92.36,48.91,3,0.11,684.3,5,0,1,0,5.0
9335,Spain,Desktop,Organic Search,Credit Card,Electronics,217,2,31.35,60.28,3,0.08,559.8,5,0,0,0,4.2
9336,Poland,Mobile,Email,Klarna,Toys,280,1,27.29,25.02,2,0.09,20.3,2,0,0,0,4.7
9337,France,Mobile,Direct,Gift Card,Electronics,662,8,39.09,78.97,1,0.01,464.3,4,0,0,1,4.2
9338,Germany,Mobile,Social Media,PayPal,Fashion,295,0,75.99,112.0,6,0.1,231.8,5,0,0,1,4.8
9340,France,Mobile,Organic Search,Credit Card,Home & Kitchen,129,1,28.6,78.17,1,0.28,648.7,5,0,0,0,4.8
9341,Belgium,Mobile,Organic Search,Credit Card,Electronics,101,0,68.65,130.3,1,0.27,378.3,3,0,1,0,3.7
9342,Netherlands,Desktop,Paid Ads,Credit Card,Beauty,259,1,19.68,11.5,1,0.09,381.0,5,0,0,0,4.8
9343,Belgium,Mobile,Social Media,Credit Card,Garden,571,3,41.31,52.25,4,0.07,308.9,3,0,0,0,4.4
9344,Turkey,Mobile,Marketplace,Debit Card,Garden,166,2,93.46,49.61,1,0.2,205.1,3,0,0,0,4.8
9345,Spain,Mobile,Email,Klarna,Electronics,511,2,68.68,233.96,1,0.1,184.1,3,0,0,0,4.2
9346,Poland,Desktop,Direct,Debit Card,Beauty,1004,7,139.99,188.88,4,0.15,382.8,4,0,0,0,4.1
9347,Netherlands,Mobile,Marketplace,Credit Card,Toys,206,0,62.45,34.71,1,0.04,513.5,5,0,0,0,5.0
9348,Poland,Desktop,Paid Ads,Credit Card,Home & Kitchen,320,5,48.98,72.83,2,0.13,1057.0,4,0,0,0,4.9
9349,Turkey,Mobile,Organic Search,Debit Card,Home & Kitchen,257,3,33.75,68.38,1,0.13,726.8,7,0,0,0,5.0
9350,Belgium,Mobile,Email,Credit Card,Beauty,160,0,48.98,62.85,2,0.15,212.0,2,0,0,0,4.8
9351,Netherlands,Mobile,Direct,Credit Card,Beauty,336,2,21.81,12.97,1,0.05,629.8,5,0,0,0,4.9
9352,Belgium,Mobile,Marketplace,Debit Card,Home & Kitchen,261,1,94.47,210.77,2,0.06,104.4,3,0,0,0,4.3
9353,Italy,Mobile,Social Media,Credit Card,Garden,296,1,82.95,34.97,3,0.13,532.4,5,0,0,0,4.7
9354,Netherlands,Desktop,Direct,PayPal,Pet Supplies,238,2,41.72,19.73,4,0.07,473.5,4,0,0,0,3.5
9355,Germany,Desktop,Direct,Debit Card,Home & Kitchen,224,0,38.39,121.29,2,0.26,1207.4,4,1,0,1,3.8
9356,Netherlands,Desktop,Paid Ads,Debit Card,Toys,508,3,85.58,80.97,2,0.33,414.8,4,0,0,0,2.5
9357,Netherlands,Tablet,Marketplace,Credit Card,Toys,269,1,18.03,12.65,5,0.15,509.9,5,0,0,0,5.0
9358,Germany,Tablet,Organic Search,Klarna,Toys,137,1,52.27,46.23,1,0.11,635.6,4,0,0,0,4.5
9360,Belgium,Mobile,Paid Ads,Klarna,Sports,393,1,50.32,64.07,1,0.27,1333.1,5,1,0,1,2.8
9361,Netherlands,Mobile,Marketplace,Debit Card,Home & Kitchen,501,5,45.26,93.72,1,0.08,228.3,5,0,0,0,3.9
9362,Germany,Desktop,Marketplace,PayPal,Fashion,645,6,93.41,90.49,3,0.25,168.9,3,0,0,0,3.7
9363,Netherlands,Mobile,Direct,Credit Card,Beauty,406,2,12.88,8.18,1,0.17,72.7,3,0,0,0,5.0
9364,Poland,Mobile,Social Media,Credit Card,Sports,976,4,58.67,35.01,1,0.15,275.8,4,0,0,0,3.0
9365,Germany,Desktop,Social Media,Credit Card,Fashion,272,3,41.31,85.93,4,0.27,45.5,4,0,0,0,4.2
9366,Poland,Desktop,Paid Ads,Debit Card,Sports,429,0,18.87,27.33,1,0.23,98.5,5,0,0,0,4.9
9367,France,Desktop,Paid Ads,Debit Card,Garden,842,9,30.64,36.5,1,0.06,665.3,5,0,0,0,4.9
9368,Netherlands,Desktop,Paid Ads,Credit Card,Fashion,418,1,54.19,27.79,6,0.31,659.4,6,1,0,0,3.9
9369,Spain,Desktop,Paid Ads,Credit Card,Home & Kitchen,404,3,66.19,94.36,2,0.2,423.5,5,0,0,0,5.0
9370,Italy,Desktop,Marketplace,Debit Card,Home & Kitchen,365,2,42.57,69.96,2,0.14,173.8,4,0,0,0,4.5
9372,France,Mobile,Organic Search,Debit Card,Toys,392,3,16.07,22.79,1,0.44,464.8,4,0,0,0,5.0
9373,Turkey,Mobile,Paid Ads,Debit Card,Electronics,99,1,82.03,72.4,1,0.12,357.8,5,0,0,0,4.9
9374,France,Mobile,Social Media,Debit Card,Electronics,262,0,34.77,66.34,1,0.2,1700.9,6,1,0,0,3.8
9375,Turkey,Desktop,Email,PayPal,Fashion,206,3,77.82,73.05,1,0.21,422.9,4,0,0,0,4.4
9376,France,Mobile,Organic Search,Credit Card,Electronics,109,0,26.12,46.16,3,0.02,833.3,3,0,1,0,4.1
9377,Italy,Mobile,Paid Ads,Credit Card,Toys,244,1,32.75,22.76,1,0.02,410.6,5,0,0,0,4.2
9378,France,Desktop,Paid Ads,Credit Card,Garden,51,1,29.13,19.92,3,0.06,284.0,3,0,0,0,4.9
9379,Belgium,Mobile,Direct,PayPal,Home & Kitchen,294,0,49.21,109.82,1,0.14,81.2,4,0,0,0,4.3
9380,Spain,Mobile,Marketplace,PayPal,Toys,796,2,165.17,94.66,1,0.31,420.2,4,0,0,0,3.8
9381,Netherlands,Desktop,Organic Search,Credit Card,Beauty,987,7,36.01,58.77,2,0.1,583.9,5,0,0,0,3.9
9382,Belgium,Desktop,Email,PayPal,Fashion,378,1,18.86,15.14,5,0.01,643.1,5,0,0,0,4.5
9383,Netherlands,Mobile,Organic Search,Credit Card,Beauty,203,1,45.46,22.61,1,0.17,157.1,3,0,0,0,4.6
9384,Netherlands,Mobile,Organic Search,Credit Card,Sports,581,2,21.77,20.24,4,0.03,579.1,4,0,0,0,4.6
9385,Netherlands,Desktop,Direct,Credit Card,Garden,306,3,20.37,23.57,8,0.15,234.7,3,0,0,0,5.0
9386,France,Desktop,Organic Search,Debit Card,Home & Kitchen,106,0,45.54,73.19,3,0.1,314.1,2,0,0,0,4.6
9387,Italy,Mobile,Organic Search,PayPal,Sports,579,3,27.13,64.6,2,0.08,459.9,6,0,0,0,4.6
9388,Germany,Mobile,Organic Search,Credit Card,Garden,326,1,19.75,20.32,2,0.09,155.4,3,0,0,0,5.0
9389,Germany,Mobile,Direct,Gift Card,Garden,269,2,51.65,20.87,4,0.03,178.5,4,0,0,0,4.6
9390,Turkey,Mobile,Organic Search,Debit Card,Garden,631,7,34.43,67.03,1,0.02,618.5,4,0,0,0,5.0
9391,Belgium,Mobile,Organic Search,Bank Transfer,Pet Supplies,202,0,69.58,56.75,1,0.3,677.6,5,0,0,0,4.9
9393,France,Mobile,Paid Ads,Credit Card,Garden,295,2,45.74,22.05,1,0.25,298.7,3,0,0,0,4.2
9394,Turkey,Tablet,Organic Search,Klarna,Sports,1117,10,30.2,44.24,2,0.01,585.4,3,0,0,0,5.0
9395,Belgium,Mobile,Paid Ads,Bank Transfer,Toys,332,1,36.03,29.54,1,0.12,522.6,4,0,0,0,4.6
9396,Netherlands,Desktop,Email,Credit Card,Sports,819,4,41.84,38.8,3,0.01,165.5,3,0,0,0,3.8
9397,France,Desktop,Paid Ads,Klarna,Pet Supplies,698,4,31.48,50.92,3,0.18,198.0,3,0,0,0,4.0
9398,Germany,Desktop,Email,Klarna,Fashion,73,0,52.71,73.9,1,0.15,592.6,4,0,0,0,3.8
9399,Spain,Desktop,Marketplace,Klarna,Sports,775,4,28.47,19.21,1,0.29,985.0,4,1,0,0,3.5
9400,Netherlands,Mobile,Social Media,Gift Card,Fashion,436,1,51.18,73.47,1,0.11,147.4,5,0,0,0,4.2
9401,Turkey,Mobile,Email,Credit Card,Toys,154,2,45.09,21.23,4,0.09,61.1,4,0,0,0,4.0
9402,Netherlands,Mobile,Direct,Klarna,Pet Supplies,85,0,88.78,59.72,8,0.24,546.9,3,0,0,0,4.6
9403,France,Mobile,Direct,PayPal,Home & Kitchen,143,1,61.16,29.13,1,0.5,362.8,4,0,0,0,4.4
9404,Italy,Mobile,Marketplace,PayPal,Garden,240,1,33.33,34.12,2,0.13,269.9,3,0,0,0,4.7
9405,Netherlands,Desktop,Marketplace,Debit Card,Electronics,268,2,29.81,57.13,3,0.16,569.6,4,0,0,0,5.0
9406,Netherlands,Mobile,Social Media,Credit Card,Electronics,162,0,105.39,216.15,1,0.12,167.2,3,0,0,0,4.0
9407,Netherlands,Mobile,Social Media,Debit Card,Garden,319,2,34.08,35.67,1,0.03,1162.4,6,1,0,0,3.6
9408,Netherlands,Desktop,Marketplace,PayPal,Sports,522,3,72.37,93.46,1,0.27,1220.1,5,0,0,0,5.0
9409,Spain,Desktop,Paid Ads,Debit Card,Pet Supplies,515,4,13.63,6.96,2,0.16,230.1,3,0,0,0,4.3
9410,Poland,Mobile,Paid Ads,Debit Card,Pet Supplies,196,1,71.95,61.9,2,0.38,312.4,3,0,0,0,4.5
9411,France,Mobile,Paid Ads,Debit Card,Toys,385,3,27.83,19.67,2,0.39,333.3,3,0,0,0,4.5
9412,Belgium,Mobile,Email,PayPal,Fashion,127,0,59.42,60.2,1,0.12,303.3,4,0,0,0,4.5
9413,Netherlands,Mobile,Paid Ads,Gift Card,Home & Kitchen,285,1,132.41,91.76,2,0.09,479.0,4,0,0,0,4.8
9414,Netherlands,Desktop,Direct,Credit Card,Sports,153,2,32.32,25.3,2,0.43,87.8,4,0,0,0,2.9
9415,France,Desktop,Direct,Gift Card,Sports,129,0,22.8,40.78,1,0.06,95.3,1,0,0,0,3.8
9416,Belgium,Tablet,Direct,Debit Card,Beauty,54,0,40.68,23.96,3,0.17,342.0,4,0,0,0,4.3
9417,Netherlands,Mobile,Organic Search,Debit Card,Home & Kitchen,338,5,30.11,31.44,2,0.04,106.3,3,0,0,0,4.3
9418,Belgium,Desktop,Paid Ads,Credit Card,Beauty,254,1,46.41,11.85,1,0.19,674.8,4,0,0,0,4.2
9419,Netherlands,Mobile,Email,Klarna,Sports,198,2,14.69,23.37,2,0.17,1591.9,7,1,0,0,3.7
9420,Turkey,Mobile,Social Media,Credit Card,Garden,224,1,96.83,85.04,1,0.07,34.2,4,0,0,0,4.8
9421,Belgium,Mobile,Organic Search,PayPal,Fashion,639,3,26.87,34.64,1,0.14,755.4,5,0,0,0,4.5
9422,Belgium,Mobile,Marketplace,Credit Card,Electronics,163,1,47.25,134.47,3,0.18,51.9,2,0,0,1,5.0
9423,Netherlands,Mobile,Organic Search,Gift Card,Home & Kitchen,769,3,35.7,34.91,2,0.04,926.3,3,0,1,0,4.0
9424,Belgium,Mobile,Paid Ads,Credit Card,Beauty,331,3,55.09,46.68,1,0.06,286.2,4,0,0,0,4.6
9425,Netherlands,Mobile,Paid Ads,Bank Transfer,Fashion,613,2,37.54,37.47,2,0.2,283.8,3,0,0,0,5.0
9426,France,Mobile,Social Media,Debit Card,Home & Kitchen,237,1,34.11,38.54,2,0.15,89.2,3,0,1,0,4.7
9427,Netherlands,Mobile,Paid Ads,Credit Card,Home & Kitchen,170,1,11.92,10.13,2,0.14,288.6,4,0,0,1,3.9
9428,Turkey,Mobile,Email,Debit Card,Pet Supplies,86,0,36.78,27.02,1,0.08,667.3,4,0,0,0,5.0
9429,Poland,Mobile,Direct,Credit Card,Fashion,97,0,16.13,11.01,1,0.02,395.2,3,0,0,1,5.0
9430,Italy,Mobile,Email,Credit Card,Electronics,417,4,83.37,209.07,2,0.26,591.1,4,0,0,0,4.9
9431,Netherlands,Desktop,Marketplace,Credit Card,Home & Kitchen,387,2,137.88,350.13,3,0.08,172.8,4,0,0,0,4.2
9432,Netherlands,Tablet,Direct,Credit Card,Beauty,229,0,91.98,28.61,3,0.1,668.8,3,0,0,1,4.4
9433,Netherlands,Mobile,Paid Ads,Debit Card,Electronics,118,2,89.36,143.81,1,0.19,186.2,3,0,0,0,5.0
9434,Turkey,Mobile,Direct,Debit Card,Garden,645,7,27.84,24.57,6,0.14,142.2,3,0,0,0,4.7
9435,Belgium,Mobile,Organic Search,PayPal,Beauty,167,4,89.88,74.22,1,0.11,182.6,3,0,0,0,4.8
9436,Spain,Mobile,Paid Ads,Bank Transfer,Home & Kitchen,79,0,14.39,21.58,2,0.12,367.8,4,0,1,0,4.9
9437,Germany,Mobile,Organic Search,PayPal,Home & Kitchen,433,0,128.04,196.1,1,0.02,455.8,3,0,0,0,4.2
9438,Netherlands,Mobile,Paid Ads,PayPal,Fashion,301,1,64.09,42.2,1,0.02,572.0,4,0,0,0,4.8
9439,Italy,Mobile,Paid Ads,Klarna,Garden,448,3,15.02,13.8,1,0.08,465.8,4,0,0,0,3.7
9440,Belgium,Mobile,Organic Search,Credit Card,Beauty,321,2,47.32,42.32,1,0.29,552.8,4,0,0,0,4.7
9441,Germany,Mobile,Organic Search,PayPal,Beauty,531,2,60.07,69.86,2,0.12,218.3,4,0,0,0,5.0
9442,France,Mobile,Paid Ads,Debit Card,Toys,976,7,43.22,22.47,1,0.23,757.0,5,0,0,0,4.2
9443,Netherlands,Mobile,Direct,Klarna,Garden,522,4,79.64,77.96,3,0.27,256.2,3,0,0,0,5.0
9444,Poland,Mobile,Organic Search,Credit Card,Garden,576,3,38.92,83.35,1,0.09,191.6,4,0,0,0,4.7
9445,Netherlands,Mobile,Direct,Credit Card,Toys,265,0,37.94,74.23,7,0.12,321.9,4,0,0,0,4.5
9446,Italy,Tablet,Marketplace,PayPal,Electronics,480,3,22.33,39.76,1,0.22,603.3,3,0,0,0,4.2
9447,France,Mobile,Direct,Debit Card,Beauty,225,1,43.19,35.06,1,0.19,782.5,6,0,0,0,4.8
9448,France,Mobile,Direct,Klarna,Electronics,264,0,34.78,41.27,1,0.07,287.4,4,0,0,0,4.3
9449,Netherlands,Desktop,Paid Ads,Debit Card,Toys,618,4,18.97,15.8,1,0.03,209.6,5,0,1,0,4.7
9450,Belgium,Mobile,Paid Ads,Credit Card,Pet Supplies,397,3,51.6,32.96,1,0.09,877.1,3,0,0,0,4.9
9451,Spain,Tablet,Social Media,Credit Card,Pet Supplies,299,2,20.69,55.17,3,0.09,402.9,4,0,0,0,3.9
9452,Italy,Mobile,Email,PayPal,Sports,1129,6,68.73,69.31,2,0.24,309.2,4,0,0,0,4.7
9453,Germany,Mobile,Direct,PayPal,Garden,355,1,28.27,38.39,1,0.5,468.9,3,0,0,0,4.3
9454,Poland,Mobile,Paid Ads,Credit Card,Electronics,781,2,45.8,78.52,1,0.15,370.1,4,0,0,0,4.8
9455,Turkey,Mobile,Direct,Credit Card,Toys,227,1,46.28,29.14,1,0.36,188.3,4,0,0,0,3.9
9456,Netherlands,Mobile,Social Media,PayPal,Pet Supplies,463,3,27.27,23.17,1,0.09,182.4,4,0,0,0,5.0
9457,Belgium,Mobile,Email,Debit Card,Pet Supplies,527,3,29.35,25.98,4,0.2,1260.4,4,1,0,0,3.1
9458,France,Mobile,Paid Ads,PayPal,Pet Supplies,280,2,39.15,23.21,3,0.18,231.0,4,0,1,0,5.0
9459,Netherlands,Mobile,Social Media,Credit Card,Garden,73,0,55.74,29.66,3,0.09,628.3,5,0,0,0,4.4
9460,Netherlands,Mobile,Paid Ads,Credit Card,Beauty,412,1,34.92,33.74,1,0.08,104.7,3,0,0,0,4.4
9461,Netherlands,Desktop,Organic Search,PayPal,Sports,194,0,24.48,14.92,1,0.19,2021.6,6,1,0,1,3.4
9462,Turkey,Mobile,Organic Search,Debit Card,Fashion,132,0,90.07,132.64,2,0.11,665.8,4,0,0,0,4.5
9463,Germany,Mobile,Direct,Credit Card,Garden,186,1,80.4,116.64,1,0.22,270.2,2,0,0,0,4.6
9465,Belgium,Desktop,Email,Klarna,Home & Kitchen,162,0,43.68,93.16,1,0.18,198.7,3,0,0,0,4.2
9466,Netherlands,Mobile,Marketplace,Klarna,Toys,112,0,41.03,37.93,4,0.12,1001.3,5,1,0,0,4.6
9467,Netherlands,Desktop,Marketplace,Bank Transfer,Sports,577,1,48.64,41.68,1,0.19,637.3,4,0,0,0,4.9
9469,Poland,Mobile,Organic Search,Credit Card,Electronics,206,0,50.76,53.03,1,0.07,218.3,3,0,0,0,4.9
9470,Spain,Mobile,Organic Search,Credit Card,Home & Kitchen,286,1,44.92,54.94,1,0.2,606.0,3,0,0,0,5.0
9471,Belgium,Mobile,Paid Ads,Credit Card,Pet Supplies,617,1,39.51,18.85,1,0.38,70.3,4,0,0,0,5.0
9472,Germany,Desktop,Paid Ads,Debit Card,Fashion,341,1,21.35,21.93,2,0.09,201.4,5,0,0,0,4.6
9473,Turkey,Mobile,Email,Debit Card,Home & Kitchen,435,4,31.15,27.4,2,0.15,227.5,5,0,0,0,4.9
9474,Belgium,Desktop,Social Media,Credit Card,Pet Supplies,109,1,43.93,57.05,6,0.14,419.3,5,0,0,0,4.9
9475,Belgium,Mobile,Paid Ads,PayPal,Fashion,681,3,29.25,20.05,1,0.06,668.9,4,0,0,0,3.5
9476,Italy,Tablet,Direct,Debit Card,Electronics,301,2,14.3,38.67,1,0.13,226.1,3,0,0,0,4.6
9477,Netherlands,Desktop,Direct,Credit Card,Toys,352,0,36.23,27.69,1,0.09,553.4,4,0,0,0,5.0
9478,Poland,Mobile,Organic Search,Klarna,Pet Supplies,242,2,17.56,34.83,4,0.38,140.2,4,0,0,0,3.3
9479,France,Mobile,Marketplace,Klarna,Fashion,296,0,44.26,59.27,2,0.1,324.8,3,0,0,0,5.0
9480,Spain,Mobile,Email,Credit Card,Sports,547,3,59.3,57.71,6,0.09,117.7,3,0,0,0,4.0
9481,Germany,Desktop,Organic Search,PayPal,Fashion,161,1,39.32,80.5,2,0.22,365.9,4,0,0,0,3.9
9482,Italy,Desktop,Organic Search,Klarna,Home & Kitchen,657,1,56.26,25.01,7,0.11,248.2,4,0,0,0,4.3
9483,Germany,Mobile,Direct,Klarna,Fashion,381,5,15.23,15.72,6,0.05,699.8,6,0,0,0,4.5
9484,Germany,Tablet,Organic Search,Klarna,Fashion,324,0,57.05,65.25,1,0.12,165.5,3,0,0,0,5.0
9485,Belgium,Tablet,Direct,PayPal,Beauty,310,2,83.37,46.08,2,0.01,268.7,3,0,0,0,3.2
9486,Turkey,Desktop,Paid Ads,Klarna,Home & Kitchen,244,0,34.16,37.11,1,0.4,309.3,2,0,1,0,4.8
9487,Turkey,Mobile,Organic Search,Credit Card,Sports,336,4,28.64,29.39,1,0.02,1129.0,7,1,0,0,3.1
9488,Belgium,Desktop,Social Media,Credit Card,Home & Kitchen,537,5,24.01,21.21,1,0.17,119.4,3,0,0,0,3.6
9489,Spain,Mobile,Direct,PayPal,Electronics,287,1,26.63,25.54,1,0.26,587.0,4,0,0,0,5.0
9490,Germany,Mobile,Direct,Klarna,Fashion,702,1,17.82,20.3,7,0.12,664.4,5,0,0,0,3.8
9491,Germany,Mobile,Marketplace,PayPal,Toys,611,5,87.71,46.13,1,0.24,300.6,5,0,0,0,4.2
9492,Germany,Mobile,Marketplace,Debit Card,Electronics,830,5,60.93,136.72,4,0.07,336.9,3,0,0,0,4.7
9493,Belgium,Desktop,Paid Ads,Bank Transfer,Garden,563,1,24.94,14.68,1,0.27,201.3,3,0,0,0,4.7
9494,Belgium,Desktop,Paid Ads,Bank Transfer,Home & Kitchen,141,1,43.39,123.74,7,0.11,407.6,4,0,0,0,4.5
9495,Netherlands,Desktop,Social Media,Credit Card,Sports,194,2,53.69,127.97,2,0.04,615.3,5,0,0,0,4.4
9496,Italy,Tablet,Social Media,Bank Transfer,Electronics,213,1,19.72,27.46,2,0.1,853.8,6,0,0,0,3.6
9497,France,Mobile,Social Media,Debit Card,Sports,258,2,52.49,29.81,1,0.13,107.8,3,0,0,0,5.0
9498,Germany,Desktop,Direct,Klarna,Pet Supplies,625,2,20.18,16.06,2,0.04,325.0,5,0,0,0,5.0
9499,France,Tablet,Organic Search,PayPal,Pet Supplies,806,7,60.13,31.71,1,0.06,375.1,3,0,0,0,4.9
9501,Netherlands,Mobile,Paid Ads,Debit Card,Home & Kitchen,108,1,44.45,59.47,1,0.27,352.6,4,0,0,0,4.3
9502,Germany,Desktop,Organic Search,Debit Card,Fashion,344,1,22.06,22.42,1,0.18,458.5,3,0,0,0,4.2
9503,Netherlands,Desktop,Paid Ads,Debit Card,Toys,258,1,14.88,7.6,1,0.22,167.1,3,0,0,0,5.0
9504,Poland,Mobile,Paid Ads,Credit Card,Electronics,228,0,34.75,24.23,2,0.11,430.9,5,0,1,0,4.7
9505,Spain,Tablet,Paid Ads,Debit Card,Fashion,150,0,24.57,21.11,1,0.12,208.6,4,0,0,0,3.8
9506,Netherlands,Desktop,Organic Search,Credit Card,Fashion,276,2,81.33,62.1,2,0.05,52.0,3,0,0,0,4.1
9507,Italy,Desktop,Organic Search,Gift Card,Home & Kitchen,621,4,105.41,91.66,5,0.13,207.6,3,0,0,0,4.9
9508,Netherlands,Mobile,Organic Search,Debit Card,Toys,204,2,19.76,14.97,1,0.51,166.4,4,0,0,0,5.0
9509,France,Mobile,Paid Ads,Credit Card,Home & Kitchen,237,4,33.07,21.16,4,0.44,208.5,4,0,1,0,4.4
9510,France,Mobile,Organic Search,Gift Card,Garden,605,5,39.39,29.19,1,0.35,352.4,2,0,0,0,4.9
9511,Netherlands,Desktop,Direct,Credit Card,Beauty,361,2,114.35,220.47,2,0.16,579.9,3,0,0,0,4.4
9512,Netherlands,Mobile,Organic Search,Debit Card,Sports,262,0,31.62,142.09,2,0.05,132.3,4,0,1,0,4.5
9513,Netherlands,Mobile,Organic Search,Klarna,Home & Kitchen,211,0,82.65,110.26,4,0.41,366.7,3,0,0,0,5.0
9514,Netherlands,Mobile,Social Media,Klarna,Garden,316,1,81.63,77.87,2,0.01,408.7,5,0,0,0,5.0
9515,Netherlands,Mobile,Paid Ads,Credit Card,Electronics,1046,4,42.94,86.1,2,0.03,112.1,3,0,0,0,4.5
9516,Netherlands,Desktop,Paid Ads,PayPal,Home & Kitchen,341,4,69.89,98.53,3,0.1,161.9,4,0,0,0,4.7
9517,Italy,Desktop,Marketplace,Klarna,Electronics,380,2,45.75,109.44,3,0.08,452.5,5,0,0,0,4.4
9518,Turkey,Mobile,Social Media,Credit Card,Home & Kitchen,188,0,57.52,115.12,3,0.29,773.5,4,0,0,0,4.5
9519,Netherlands,Mobile,Organic Search,Debit Card,Toys,292,1,38.15,9.43,2,0.01,394.8,3,0,0,0,5.0
9521,Spain,Mobile,Email,Credit Card,Sports,337,2,43.21,60.22,2,0.03,1014.7,5,0,0,0,4.2
9522,Netherlands,Desktop,Direct,Credit Card,Electronics,178,2,21.22,25.9,3,0.08,378.2,4,0,0,0,4.6
9523,Netherlands,Tablet,Direct,Debit Card,Electronics,116,2,18.05,63.1,1,0.19,894.7,3,0,0,0,4.8
9524,Netherlands,Desktop,Social Media,Debit Card,Beauty,324,2,42.27,31.49,2,0.09,91.9,2,0,0,0,5.0
9525,Italy,Mobile,Organic Search,Debit Card,Fashion,219,1,24.09,14.75,6,0.03,734.0,5,0,0,0,4.2
9526,Italy,Mobile,Paid Ads,Credit Card,Toys,182,0,46.11,42.23,1,0.11,296.1,5,0,0,0,4.2
9527,Belgium,Desktop,Social Media,Debit Card,Toys,351,1,26.46,14.42,2,0.03,548.9,3,0,0,0,4.1
9528,Belgium,Desktop,Social Media,Klarna,Sports,333,0,27.57,31.61,1,0.14,105.3,4,0,1,0,4.6
9529,Netherlands,Desktop,Paid Ads,Credit Card,Garden,398,0,69.17,65.38,1,0.2,516.1,4,0,0,0,5.0
9530,Belgium,Mobile,Organic Search,Bank Transfer,Beauty,393,1,24.67,15.32,1,0.05,596.7,4,0,0,0,4.4
9531,Spain,Tablet,Organic Search,PayPal,Pet Supplies,362,1,53.87,27.72,2,0.16,459.9,4,0,0,0,4.7
9532,Netherlands,Mobile,Marketplace,Debit Card,Toys,397,2,80.68,33.46,1,0.16,951.9,5,0,0,0,4.3
9533,Poland,Desktop,Social Media,Debit Card,Toys,242,0,40.43,31.99,4,0.17,353.5,3,0,1,1,5.0
9534,Netherlands,Desktop,Organic Search,Debit Card,Pet Supplies,851,1,26.17,12.24,3,0.16,661.4,4,0,0,0,5.0
9535,Italy,Mobile,Paid Ads,Bank Transfer,Home & Kitchen,248,2,36.19,64.97,1,0.04,74.8,4,0,0,0,4.2
9536,Netherlands,Desktop,Direct,Gift Card,Home & Kitchen,256,1,23.48,93.27,3,0.54,373.5,4,0,0,0,4.2
9537,Netherlands,Mobile,Marketplace,Credit Card,Beauty,603,3,16.53,8.89,2,0.3,114.7,4,0,0,0,3.9
9538,Belgium,Mobile,Organic Search,Credit Card,Toys,358,2,63.47,56.85,2,0.19,192.0,3,0,0,0,4.9
9539,Belgium,Desktop,Social Media,PayPal,Beauty,212,0,41.43,20.83,5,0.08,240.6,4,0,0,0,4.2
9540,Netherlands,Desktop,Social Media,Debit Card,Electronics,471,3,32.54,67.62,1,0.43,912.0,5,0,0,0,5.0
9541,Belgium,Mobile,Email,Credit Card,Home & Kitchen,610,4,26.47,15.4,2,0.09,120.4,5,0,0,0,4.5
9542,Spain,Desktop,Organic Search,Klarna,Beauty,159,1,72.73,35.67,3,0.15,718.9,6,0,0,0,4.2
9543,France,Desktop,Organic Search,Credit Card,Electronics,439,2,76.37,183.13,1,0.25,198.5,3,0,0,0,4.6
9544,Netherlands,Mobile,Email,Bank Transfer,Electronics,292,2,92.83,93.21,2,0.05,836.5,3,0,0,0,4.3
9545,Poland,Mobile,Organic Search,Klarna,Beauty,462,4,47.89,26.94,4,0.22,801.5,5,0,1,0,4.3
9546,France,Mobile,Marketplace,PayPal,Garden,68,0,32.52,30.14,3,0.06,382.5,3,0,0,0,4.1
9547,Netherlands,Mobile,Organic Search,PayPal,Pet Supplies,464,3,59.28,32.27,1,0.12,131.2,2,0,0,0,4.9
9548,Italy,Mobile,Marketplace,Debit Card,Electronics,91,1,38.71,66.48,2,0.33,1288.2,6,1,0,0,2.4
9549,Turkey,Tablet,Email,Klarna,Pet Supplies,342,0,29.03,33.24,1,0.01,303.2,4,0,0,0,4.2
